Review_title,Date,Body,Star_rating,Comments
Amazing watch,Reviewed in India 🇮🇳 on 28 October 2022,Amazing features and Value,5,
Good,Reviewed in India 🇮🇳 on 28 October 2022,This performed similarly to an apple watch with even better battery.,5,
Good product,Reviewed in India 🇮🇳 on 24 October 2022,This watch has function of much more expensive watches. Works just great.,5,
Great Performing smart watch,Reviewed in India 🇮🇳 on 28 October 2022,"Sweet Watch, Great Price",5,
Amazing watch !!,Reviewed in India 🇮🇳 on 28 October 2022,Very good watch at this price,5,
Nice watch  but.  just small issue,Reviewed in India 🇮🇳 on 14 October 2022,"The media could not be loaded.
                



 Watch perfamence is good and battery life good and touch screen good  but calling speeking time sudenly swich off and automatically on  so one issue  but other options and performance is better thanBut resently update my whach  after update my issue is solved. So iam happyTHANK YOU AMEZON",5,
Worth it,Reviewed in India 🇮🇳 on 28 October 2022,Good Quality At Affordable Price,5,
VGood,Reviewed in India 🇮🇳 on 29 October 2022,Good😀😀😀😀,5,
"Watch is ok, but screen is little small as seen in pic, which disappointed  me",Reviewed in India 🇮🇳 on 18 August 2022,,3,
Nice watch,Reviewed in India 🇮🇳 on 24 October 2022,"""don't hesitate to buy ,go for itBest smartwatch. I owned two watches with different color""",5,
Excellent product,Reviewed in India 🇮🇳 on 26 October 2022,"Great price, great watch, it's a win, win.",5,
Boat smartwatch,Reviewed in India 🇮🇳 on 23 October 2022,Very nice and good watch boat and best features in watch,5,
Worth it .,Reviewed in India 🇮🇳 on 27 October 2022,Everything is amazing !!!,5,
Excellent product with economy .,Reviewed in India 🇮🇳 on 22 October 2022,Excellent product with economy . alarm function should be added.,5,
Nice,Reviewed in India 🇮🇳 on 29 July 2022,Nice,4,
Software and Accuracy are worst.,Reviewed in India 🇮🇳 on 2 September 2022,"It's best for the calls.Worst in terms of the boat wearables app.Once in a day only sleep is recorded.SPO2 takes about 3-4mins to calculate.When battery life is low, the watch has ui problem and it auto restarting, losing entire data for the day, with date and time.One has again open app to reconfigure date and time.Bought it 1999, so yes it serves the purpose, but won't recommend it.Workout modes are less even.Sedimentary and Hyderation rarely works, if you change it accordingly to your convenience.Boat customer care executive send a video how to reset and configure the watch, if you reach them with these problems, hence not advisable. Waste of time and money.Had talked to Customer Care Executive via email, they suggested to visit service center and get it replaced, recieved the replacement as well, still the same issues.",2,
Worth for money,Reviewed in India 🇮🇳 on 24 October 2022,"Very nice, the color is very beautiful. I like it.",5,
Screen,Reviewed in India 🇮🇳 on 26 October 2022,Screen well soo good👍,5,
Very nice color,Reviewed in India 🇮🇳 on 27 October 2022,Awesome product must buy,5,
Battery is not good,Reviewed in India 🇮🇳 on 10 August 2022,Some time automatically disconnected and again not connecting automatically.,3,
On time delivery,Reviewed in India 🇮🇳 on 18 October 2022,Delivery is on time and product is original...sometimes Amazon delivers faulty product first time,5,
Go for it,Reviewed in India 🇮🇳 on 5 August 2022,It’s good product.. go for it.Battery backup should be more otherwise it’s okay,3,
Best product to buy.,Reviewed in India 🇮🇳 on 22 October 2022,Beautiful product and so amAzing and verymuch useful. Worth buying.,5,
Battery life is very less,Reviewed in India 🇮🇳 on 4 August 2022,Battery life is very less. Upto 2-3 days only. Also take 2 hr for full charging.,3,
Good,Reviewed in India 🇮🇳 on 29 July 2022,Good,4,
Very good,Reviewed in India 🇮🇳 on 26 July 2022,Very good product,4,
"Amazing watch, exactly as described",Reviewed in India 🇮🇳 on 26 October 2022,"Amazing watch, exactly as described",5,
Best in the segment,Reviewed in India 🇮🇳 on 11 October 2022,😊 I'm satisfied with this product and the audio quality of the watch during the call is quiet similar to the mobile phone mic.. it's just awesome on this price.......,5,
Simply nice watch,Reviewed in India 🇮🇳 on 25 October 2022,Battery backup and built quality is good,5,
Nice,Reviewed in India 🇮🇳 on 26 October 2022,Very good watch,5,
Accuracy of time.,Reviewed in India 🇮🇳 on 29 October 2022,I like it.,5,
Worth buying it.,Reviewed in India 🇮🇳 on 22 October 2022,This is very good product. Worth buying it.,5,
Calls,Reviewed in India 🇮🇳 on 25 October 2022,I like this product,5,
Battery backup is only 2 days,Reviewed in India 🇮🇳 on 16 August 2022,Baki thik h,3,
Quality,Reviewed in India 🇮🇳 on 16 August 2022,Okay,3,
Good service..,Reviewed in India 🇮🇳 on 16 October 2022,Nice product But there is no warranty card inside the box. How can i claim warrranty of product.?,5,
Really Very good prodcut,Reviewed in India 🇮🇳 on 23 October 2022,I am very happy for this product,5,
Awesome Product,Reviewed in India 🇮🇳 on 20 October 2022,Great quality of the watch. The battery back is awesome. Value for money.,5,
Bluetooth connecting problem,Reviewed in India 🇮🇳 on 27 October 2022,Below,5,
Excess packaging,Reviewed in India 🇮🇳 on 11 October 2022,Smartwatch was superb but I'm disappointed with packaging service from boat manufacturers.... Time was wasted and irritated for 15mins with productDisplay is there but bottom of packaging inside,5,
"Design very good, light weight and comfortable wearing.",Reviewed in India 🇮🇳 on 26 July 2022,,4,
Best quality,Reviewed in India 🇮🇳 on 25 October 2022,Sab kuch best hai,5,
6-8hr battery 🔋 life with calling,Reviewed in India 🇮🇳 on 12 August 2022,6-8hr battery 🔋 life with calling,3,
Stylish,Reviewed in India 🇮🇳 on 28 October 2022,"Easy to connect with any device calling and speakers working good many theme available in watch ,must buy",5,
Very good watch,Reviewed in India 🇮🇳 on 29 September 2022,"According to this 1700 price, best watch with best in class features. The fitness things are not very accurate but remember YOU ARE NOT LOOKING FOR A MEDICAL EQUIPMENT right?....you are looking for a device which will make your life easy.....by the watch you don't need to pull out your phone for everything.",5,
Worth buying,Reviewed in India 🇮🇳 on 26 October 2022,Highly recommend!,5,
Awesome Product,Reviewed in India 🇮🇳 on 28 October 2022,Nice,5,
Very nice,Reviewed in India 🇮🇳 on 26 October 2022,Yes,5,
Only 30% power loss in 9 days . 😱😱😱😱,Reviewed in India 🇮🇳 on 17 October 2022,Unbelievable only 30% baterry loss  use on 9 days. 😱😱😱😱,5,
Battery problem. I don't understand how heartbeat work on this watch. Below find comparison video.,Reviewed in India 🇮🇳 on 29 July 2022,"The media could not be loaded.
                



 Very poor battery need to charge every day. Morning charged fully now come down to 44 percent. If not using Bluetooth (call connect) it will oneday we can use.  But build quality is good. very good speaker sound.",3,
Nice watch,Reviewed in India 🇮🇳 on 25 October 2022,Nice watch,5,
I loved it so nice.....,Reviewed in India 🇮🇳 on 25 October 2022,Worth of money.......,5,
"Boat Wave Call is Best in this Budget,,,",Reviewed in India 🇮🇳 on 8 October 2022,"Boat Wave Call is my 2nd Smart Watch & I liked this one,,, My earlier watch got disconnect again & again with phone, but with this SW, I have no any issue,,,",5,
Good choice for a smartwatch with Bluetooth calling feature,Reviewed in India 🇮🇳 on 30 July 2022,"The media could not be loaded.
                



 Was looking for a feature packed smart watch with Bluetooth calling, so ordered this on the launch day on prime day. Got it in good deal and delivered within 24hrs. The watch is slim and light weight, HD display although it's not AMOLED for always on but display shows on waving so saves on battery. Charges with the 2pin magnetic connector. It has step counter, heartbeat monitor(15min interval), SPO2, timer and stopwatch, built-in and custom watch faces and Bluetooth Calling. Responsive touch makes it easy to dial a new number as well without touching my phone.Worth giving it a try, good option for budget gift.It's water resistant, i useed it to make calls in rain and was audible as it has good inbuilt mic and speaker.It's been 3 days I am using and now it does feel like a part of body.",5,
Nice product 👍😊,Reviewed in India 🇮🇳 on 25 October 2022,Good 😊,5,
Awesome purchase,Reviewed in India 🇮🇳 on 25 October 2022,very nice long lasting battery,5,
Amazon team and management is good,Reviewed in India 🇮🇳 on 10 October 2022,"I purchased new watch from Amazon, some battery issue my new watch,Amazon replaced my watch, another new watch is good I'm very satisfied thanks to Amazon management & team",5,
Good 👍,Reviewed in India 🇮🇳 on 26 October 2022,Good 👍,5,
Best smartwatch for this price,Reviewed in India 🇮🇳 on 25 September 2022,"Best budget friendly smartwatch you can buy. I would give it a 5 star rating because of its build quality and Touchscreen is a 4/5 (not optimized, but at this price point its good), and battery can last barely 2-3 days. And there's a lot of features from its boAt Wearables software.",5,
Its connectivity issues with the boat app,Reviewed in India 🇮🇳 on 9 October 2022,It's has the worst connectivity my watch data never sink with the app. Can't able to change the watch faces it's the worst app i have used for an smart watch even my old mi band have better connectivity . The watch faces are aslo not that good and also the ui of watch is boring . Very disappointed with boat I must I have gone with Firebolt,2,
Nice,Reviewed in India 🇮🇳 on 25 October 2022,Nice,5,
Good calling smart watch with more features,Reviewed in India 🇮🇳 on 17 October 2022,Good product,5,
